year,state,type,parameter,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2014,SN,usage,Endenergieverbrauch,404.389,0,1000.6,,66.467,2957.968,2488.271,0,0,30566.484,55459.067,23540,20709.517,94.16,0,0,3950.408,,,,82731.431,,27.275,0,0,1152,17709.192,,,1588.2,79092.652,,25133.173,,389.809,349061.063
2012,ST,primary,Primärenergieverbrauch im Inland,3337.959,0,1273.38595,0,89543.19525,1727.754444,-156.626372,462782.068903657,-19383.496,-83910.234838,-112092.34896,-18749.2248,-48912.03919758,-6738.179052,0,-28377.252364,-2231.944,0,,,191564.83962,,897.987,313.409,22456.609,3851.744,59118.868,,,554.28,-19379.2032,,0,18030.496,0,515522.047384077
2012,ST,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,44930.278,0,0,0,0,0,0,0,186.552352,0,0,82.402,0,0,,,4156.27242,,0,0,0,0,5799.096,,,0,0,,527.095,5858.147,0,61539.842772
2012,ST,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,8905.815,0,0,0,0,0,0,0,128.498424,0,0,15.516,0,0,,,29004.155652,,0,0,0,0,,,,0,0,,0,,0,48365.018076
2012,ST,input,Heizwerke,93.23296,0,0,0,0,0,0,0,0,0,0,0,585.684066,0,0,0,2.834975,0,,,5063.597451,,0.945,0,0,0,,,,0,0,,0,,0,12060.731452
2012,ST,input,Umwandlungseinsatz insgesamt,93.23296,0,0,0,81710.743795,384.599013,0,462782.068903657,3114.672,0,1.9332,0,,0,0,12020.594382,2.834975,,,,47244.909192,,861.365,313.409,22456.609,3419.744,42607.883,,,0,37.6344,,,,0,696913.680492657
2012,ST,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,25118.2548,,0,0,0,25118.2548
2012,ST,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,12373.3332,,21173.004,0,0,33546.3372
2012,ST,output,Heizwerke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,,14914.681,0,0,14914.681
2012,ST,output,Umwandlungsausstoß insgesamt,0,0,0,0,0,1106.165,4564.8652,0,24812.392,100969.163034,150961.48296,18945.8052,65519.470038,6971.938176,4267.023596,73146.068814914,5321.73577,12005.713,,,0,,0,0,0,0,10092.42,,,0,86076.7236,,36087.685,0,0,600848.651388914
2012,ST,tender,Energieangebot nach Umwandlungsbilanz,3244.72604,0,1273.38595,0,5436.22145500002,2449.320431,4408.238828,0,2314.224,17058.928196,38867.2008,196.580400000003,15550.06316842,233.759123999999,0,,3086.956795,0,,,142549.10094,,0,0,0,432,26576.024,,,554.28,56498.7312,,29681.005,,0,381036.612396334
2012,ST,usage,Endenergieverbrauch,,0,,0,3501.105,2449.276802,4025.444,0,0,17058.928196,38867.2334496,196.5804,15550.075625,233.846634,0,1343.106,3086.955155,0,,,111183.698628,,0,0,0,432,26576.025,,,554.28,56498.7312,,29681.006,,0,316629.1849426
2013,ST,primary,Primärenergieverbrauch im Inland,1402.664,0,1954.63,0,84938.328136,1523.223512,820.851576,469298.501476511,-21429.408,-89203.06066,-108419.74152,-19414.0372,-48935.55153984,-6376.877746,0,-26077.278778,-2998.683,0,,,186652.4364,,842.435,349.978,21570.142,5152.615,64617.979,,,593.04,-17766.0864,,0,15404.914,0,514501.013256671
2013,ST,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,45216.757,0,0,0,0,0,0,0,157.529364,0,0,104.105,0,0,,,2348.7948,,0,0,0,0,5878.803,,,0,0,,646.292,5695.332,0,60047.613164
2013,ST,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,9390.007,0,0,0,0,0,0,0,108.644832,0,0,19.805,0,0,,,24139.3464,,0,0,0,0,5588.74,,,0,0,,0,4877.687,0,44124.230232
2013,ST,input,Heizwerke,88.858683,0,0,0,0,0,101.50176,0,0,0,0,0,463.091975,0,0,0,3.415988,0,,,6796.134,,5.449,0,0,0,3704.471,,,0,0,,0,2948.473,0,14111.395406
2013,ST,input,Umwandlungseinsatz insgesamt,88.858683,0,0,0,79005.026508,434.508652,101.50176,469298.501476511,3202.364,0,0.77328,0,,0,0,12443.025494,3.415988,,,,42790.5972,,800.493,349.978,21570.142,4720.615,47115.867,,,0,83.9484,,3138.05,13521.492,0,699658.219345511
2013,ST,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,23736.942,,0,0,0,23736.942
2013,ST,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,10782.4896,,20191.291,0,0,30973.7806
2013,ST,output,Heizwerke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,,16235.096,0,0,16235.096
2013,ST,output,Umwandlungsausstoß insgesamt,0,0,0,0,0,1205.881,3402.601498,0,27199.392,105702.635478,148942.83552,19577.5332,66264.353023,,,72646.410345696,6156.909953,12111.851,,,0,,0,0,0,0,10185.087,,,0,82851.4476,,36426.387,0,0,603890.584784696
2013,ST,tender,Energieangebot nach Umwandlungsbilanz,1313.805317,0,1954.63,0,4112.283628,2294.59586,4121.951314,0,2567.62,16499.574818,40522.32072,163.495999999999,16440.94157916,,0,,3154.810965,0.00100000000020373,,,142487.9604,,8.79300000000001,0,0,432,27666.531,,,593.04,54916.506,,29660.746,1883.422,0,380638.491215856
2013,ST,usage,Endenergieverbrauch,,0,,0,3061.439,2294.6898,3758.886,0,0,16499.574818,40522.2485472,163.496,16440.977304,,0,,3154.810939,0,,,109809.9936,,8.793,0,0,432,27666.531,,,593.041,54916.506,,29660.747,1883.422,0,315423.7434182
