,,,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2013,HB,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,HB,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,HB,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",0.33319,0.0,0,,,53.606449,191.54625,,,116.623154094018,342.849666699196,0.0,5580.84559367779,0.0,0.0,0.0,116.207115305858,,0.0,,17576.6114787704,,0.0,0.0,0.0,36.0,46.1943114911841,,,53.6240715886255,8911.51279167273,,3681.41339085705,0.0,0.0,36707.3674631568
2014,HB,Endenergieverbrauch,13928.277524,0.0,20980.052982,,,28.8558,3346.03211,,,5440.08125052199,11680.3518561835,1876.95534304,4925.51861082169,57.1565,0.0,0.0,238.319921648471,,5425.4621828,,26520.5516015184,,0.0,0.0,0.0,50.8617701266617,1952.90894983384,,,58.6005983859373,18223.75072872,,4167.78662566902,0.0,0.0,118901.52435527
2014,HB,Gewinngung und verarbeitendes Gewerbe,13928.16822,0.0,20980.052982,,,0.0,3170.81867,,,0.0,18.19957,0.0,209.3903,57.1565,0.0,0.0,0.59984,,5425.4621828,,9813.6469,,0.0,0.0,0.0,0.0,1042.1591,,,0.0,8745.9078564,,856.358992,0.0,0.0,64247.9211132
2014,HB,Schienenverkehr,0,0.0,0,,,0.0,0.0,,,0.0,162.660739371119,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,7.19644714396748,,,0.0,432.7884,,0.0,0.0,0.0,602.645586515086
2014,HB,Straßenverkehr,0,0.0,0,,,0.0,0.0,,,5349.77319328548,10247.6265803805,0.0,0.0,0.0,0.0,0.0,139.96642254876,,0.0,,16.7596734354809,,0.0,0.0,0.0,0.0,837.259824971097,,,0.0,0.0,,0.0,0.0,0.0,16591.3856946213
2014,HB,Luftverkehr,0,0.0,0,,,0.0,0.0,,,8.50601330064,0.0,1876.95534304,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1885.46135634064
2014,HB,Küsten und Binnenschiffahrt,0,0.0,0,,,0.0,0.0,,,0.0,844.170133082305,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,32.8824067224458,,,0.0,0.0,,0.0,0.0,0.0,877.052539804751
2014,HB,Verkehr insgesamt,0,0.0,0,,,0.0,0.0,,,5358.27920658612,11254.4574528339,1876.95534304,0.0,0.0,0.0,0.0,139.96642254876,,0.0,,16.7596734354809,,0.0,0.0,0.0,0.0,877.33867883751,,,0.0,432.7884,,0.0,0.0,0.0,19956.5451772818
2014,HB,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,HB,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,HB,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",0.109304,0.0,0,,,28.8558,175.21344,,,81.8020439358774,407.694833349598,0.0,4716.12831082169,0.0,0.0,0.0,97.7536590997105,,0.0,,16690.1450280829,,0.0,0.0,0.0,50.8617701266617,33.4111709963279,,,58.6005983859373,9045.05447232,,3311.42763366902,0.0,0.0,34697.0580647878
2012,HH,Endenergieverbrauch,116.016962,0.0,0,,,69.80545,138.89111,0.0,0.0,13558.5952443567,31133.0337344966,11180.2921769338,8206.90587018128,0.0,0.0,10.3449825154556,505.850783923781,0.0,,,51180.044848425,,80.67783,0.0,0.0,108.0,2921.67947777063,,,293.110785750176,45216.814712,0.0,16686.98896,,0.0,181407.052928353
2012,HH,Gewinngung und verarbeitendes Gewerbe,0,0.0,0,,,0.0,138.89111,0.0,0.0,0.0,0.0299740087552835,0.0,181.65085,0.0,0.0,0.0,0.943930000000168,0.0,,,17100.3921900619,,13.93183,0.0,0.0,0.0,15.8000048527538,,,0.0,16560.1449171593,0.0,617.10624,,0.0,34628.8910460828
2012,HH,Schienenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,399.653450070447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,25.7759212463942,,,0.0,1465.128,0.0,0.0,,0.0,1890.55737131684
2012,HH,Straßenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,13208.8515368841,27616.0533998679,0.0,0.0,0.0,0.0,0.0,244.809350256682,0.0,,,132.5933,,0.0,0.0,0.0,0.0,2557.45343388169,,,0.0,0.0,0.0,0.0,,0.0,43759.7610208903
2012,HH,Luftverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,24.6027465647119,0.0,11180.2921769338,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,11204.8949234985
2012,HH,Küsten und Binnenschiffahrt,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,1958.30190534519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,126.302014107331,,,0.0,0.0,0.0,0.0,,0.0,2084.60391945252
2012,HH,Verkehr insgesamt,0,0.0,0,,,0.0,0.0,0.0,0.0,13233.4542834488,29974.0087552835,11180.2921769338,0.0,0.0,0.0,0.0,244.809350256682,0.0,,,132.5933,,0.0,0.0,0.0,0.0,2709.53136923542,,,0.0,1465.128,0.0,0.0,,0.0,58939.8172351582
2012,HH,Haushalte,82.1649872521246,0.0,0,,,69.80545,0.0,0.0,0.0,139.130085597806,0.0,0.0,5818.12588042124,0.0,0.0,0.0,141.719793664765,0.0,,,14724.0567828609,,11.0964262480261,0.0,0.0,101.229850746269,101.893759720857,,,277.729805989639,12979.8795656237,0.0,8042.0148,,0.0,42488.8471881253
2012,HH,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",33.8519747478754,0.0,0,,,0.0,0.0,0.0,0.0,186.01087531011,1158.9950052043,0.0,2207.12913976004,0.0,0.0,10.3449825154556,118.377710002333,0.0,,,19223.0025755022,,55.6495737519739,0.0,0.0,6.77014925373134,94.4543439616027,,,15.3809797605375,14211.662229217,0.0,8027.86792,,0.0,45349.4974589871
2012,HH,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",116.016962,0.0,0,,,69.80545,0.0,0.0,0.0,325.140960907915,1158.9950052043,0.0,8025.25502018128,0.0,0.0,10.3449825154556,260.097503667099,0.0,,,33947.0593583631,,66.746,0.0,0.0,108.0,196.348103682459,,,293.110785750176,27191.5417948407,0.0,16069.88272,,0.0,87838.3446471125
2013,HH,Endenergieverbrauch,122.55334,0.0,0,,,61.56045,143.86423,0.0,0.0,13781.2533580861,32618.8982871677,10450.9491532043,8703.95492747218,0.0,0.0,7.87254952882011,534.502275441126,0.0,,,47306.9246949483,,63.70888,0.0,0.0,108.0,2667.5637913728,,,314.554960530843,44800.611627,0.0,17013.1895788889,,0.0,178699.962103641
2013,HH,Gewinngung und verarbeitendes Gewerbe,0,0.0,0,,,0.0,143.86423,0.0,0.0,0.0,0.0310088590176514,0.0,194.68915,0.0,0.0,0.0,0.33279,0.0,,,11284.9901954,,8.87788,0.0,0.0,0.0,15.888203446102,,,0.0293,16765.5180301003,0.0,775.180867777778,,0.0,29189.4016555832
2013,HH,Schienenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,402.702065164305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,23.2288962384614,,,0.0,1498.212,0.0,0.0,,0.0,1924.14296140277
2013,HH,Straßenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,13396.3903671495,29195.8997244121,0.0,0.0,0.0,0.0,0.0,245.362203078551,0.0,,,139.469451043536,,0.0,0.0,0.0,0.0,2328.92962916629,,,0.0,0.0,0.0,0.0,,0.0,45306.0513748499
2013,HH,Luftverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,18.3963851483791,0.0,10450.9491532043,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,10469.3455383527
2013,HH,Küsten und Binnenschiffahrt,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,1932.96991278866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,111.498701944615,,,0.0,0.0,0.0,0.0,,0.0,2044.46861473328
2013,HH,Verkehr insgesamt,0,0.0,0,,,0.0,0.0,0.0,0.0,13414.7867522978,31531.571702365,10450.9491532043,0.0,0.0,0.0,0.0,245.362203078551,0.0,,,139.469451043536,,0.0,0.0,0.0,0.0,2463.65722734937,,,0.0,1498.212,0.0,0.0,,0.0,59744.0084893387
2013,HH,Haushalte,103.829913055556,0.0,0,,,61.56045,0.0,0.0,0.0,151.211948990311,0.0,0.0,6191.60608009998,0.0,0.0,0.0,162.750005429729,0.0,,,15561.0678492892,,39.0363083109168,0.0,0.0,100.976474935337,111.575800134511,,,298.802399271359,12489.2597794122,0.0,8865.2736,,0.0,44136.9506089291
2013,HH,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",18.7234269444444,0.0,0,,,0.0,0.0,0.0,0.0,215.254656797972,1087.29557594362,0.0,2317.6596973722,0.0,0.0,7.87254952882011,126.057276932845,0.0,,,20321.3971992156,,15.7946916890832,0.0,0.0,7.02352506466314,76.4425604428176,,,15.7232612594839,14047.6218174875,0.0,7372.73511111111,,0.0,45629.6013497901
2013,HH,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",122.55334,0.0,0,,,61.56045,0.0,0.0,0.0,366.466605788283,1087.29557594362,0.0,8509.26577747218,0.0,0.0,7.87254952882011,288.807282362574,0.0,,,35882.4650485048,,54.831,0.0,0.0,108.0,188.018360577329,,,314.525660530843,26536.8815968997,0.0,16238.0087111111,,0.0,89766.5519587192
2014,HH,Endenergieverbrauch,87.798438,0.0,0,,,37.43825,145.60871,0.0,0.0,13720.9855159919,33100.1951925933,11159.8134076181,7412.0356565821,0.0,0.0,4.96927115840869,480.069304158326,0.0,,,40209.0185309953,,77.71839,0.0,0.0,108.0,2704.24906443014,,,339.145617494584,44701.6516808,0.0,14402.1655,,0.0,168690.862529822
2014,HH,Gewinngung und verarbeitendes Gewerbe,0,0.0,0,,,0.0,145.60871,0.0,0.0,0.0,0.19924605404713,0.0,151.954,0.0,0.0,0.0,0.17651,0.0,,,10843.6424802697,,14.28539,0.0,0.0,0.0,18.9180971913883,,,0.099,17635.19,0.0,534.4632336,,0.0,29344.5366671152
2014,HH,Schienenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,441.868877927102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,26.495787353163,,,0.0,1579.4888508,0.0,0.0,,0.0,2047.85351608026
2014,HH,Straßenverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,13300.0163786262,29484.7051271357,0.0,0.0,0.0,0.0,0.0,228.309884282226,0.0,,,132.445319009282,,0.0,0.0,0.0,0.0,2355.40558848509,,,0.0,0.0,0.0,0.0,,0.0,45500.8822975385
2014,HH,Luftverkehr,0,0.0,0,,,0.0,0.0,0.0,0.0,14.2408077440601,0.0,11159.8134076181,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,11174.0542153621
2014,HH,Küsten und Binnenschiffahrt,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,2008.49489966864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,120.435397059832,,,0.0,0.0,0.0,0.0,,0.0,2128.93029672848
2014,HH,Verkehr insgesamt,0,0.0,0,,,0.0,0.0,0.0,0.0,13314.2571863703,31935.0689047314,11159.8134076181,0.0,0.0,0.0,0.0,228.309884282226,0.0,,,132.445319009282,,0.0,0.0,0.0,0.0,2502.33677289809,,,0.0,1579.4888508,0.0,0.0,,0.0,60851.7203257094
2014,HH,Haushalte,63.9519486666667,0.0,0,,,37.43825,0.0,0.0,0.0,181.432735272379,0.0,0.0,5264.42395399859,0.0,0.0,0.0,136.150751227066,0.0,,,12677.2658555561,,45.1604046084585,0.0,0.0,101.86293428931,95.5742594185132,,,322.089873355041,12041.0662773408,0.0,7850.0592,,0.0,38816.476443733
2014,HH,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",23.8464893333333,0.0,0,,,0.0,0.0,0.0,0.0,225.295594349218,1164.92704180781,0.0,1995.65770258351,0.0,0.0,4.96927115840869,115.432158649034,0.0,,,16555.6648761602,,18.2725953915415,0.0,0.0,6.13706571068991,87.4199349221484,,,16.9567441395428,13445.9065526592,0.0,6017.6430664,,0.0,39678.1290932646
2014,HH,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",87.798438,0.0,0,,,37.43825,0.0,0.0,0.0,406.728329621596,1164.92704180781,0.0,7260.0816565821,0.0,0.0,4.96927115840869,251.5829098761,0.0,,,29232.9307317163,,63.433,0.0,0.0,108.0,182.994194340662,,,339.046617494584,25486.97283,0.0,13867.7022664,,0.0,78494.6055369976
2012,NI,Endenergieverbrauch,4847.76669965938,0.0,26080.927458018,0.0,0.0,1053.52533,3563.91937472562,0.0,0.0,76775.0176,147529.421509792,6805.2,61720.0145144588,2554.97644452107,243.216689,7201.01389162,7098.12168285,0.0,6574.34064385997,19595.7401944112,258148.299243863,,95.50997,0.0,0.0,2016.0,42839.6237396581,,,1866.89094520737,187808.065956,0.0,21040.8316,2840.73389153538,94.2227784883598,888393.380157669
2012,NI,Gewinngung und verarbeitendes Gewerbe,4331.83138265938,0.0,26080.927458018,0.0,0.0,0.0,3563.91937472562,0.0,0.0,0.0,13.3735097923924,0.0,2712.67651445876,2554.97644452107,243.216689,7158.21389162,111.44168285,0.0,6574.34064385997,19595.7401944112,104374.941753495,,95.50997,0.0,0.0,0.0,7024.00928461224,,,0.0,87108.675156,0.0,9603.67318,2840.73389153538,94.2227784883598,284082.423800047
2012,NI,Schienenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,82.4822379686308,,,0.0,5610.7044,0.0,0.0,0.0,0.0,6973.39463796863
2012,NI,Straßenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75795.3001,131689.584,0.0,0.0,0.0,0.0,0.0,3263.515,0.0,0.0,0.0,951.7842,,0.0,0.0,0.0,0.0,12458.6562391881,,,0.0,0.0,0.0,0.0,0.0,0.0,224158.839539188
2012,NI,Luftverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.543,0.0,6805.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6848.743
2012,NI,Küsten und Binnenschiffahrt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,51.5513987303943,,,0.0,0.0,0.0,0.0,0.0,0.0,850.607398730394
2012,NI,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75838.8431,133768.848,6805.2,0.0,0.0,0.0,0.0,3263.515,0.0,0.0,0.0,951.7842,,0.0,0.0,0.0,0.0,12592.6898758871,,,0.0,5610.7044,0.0,0.0,0.0,0.0,238831.584575887
2012,NI,Haushalte,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128552.74593,,0.0,0.0,0.0,0.0,22295.7056377931,,,0.0,44370.8424,0.0,5842.8972,0.0,0.0,201062.191167793
2012,NI,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13747.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24268.8273603685,,0.0,0.0,0.0,0.0,927.21894136564,,,0.0,50717.844,0.0,5594.26122,0.0,0.0,95255.3515217341
2012,NI,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",515.935317,0.0,0,0.0,0.0,1053.52533,0.0,0.0,0.0,936.1745,13747.2,0.0,59007.338,0.0,0.0,42.8,3723.165,0.0,0.0,0.0,152821.573290368,,0.0,0.0,0.0,2016.0,23222.9245791587,,,1866.89094520737,95088.6864,0.0,11437.15842,0.0,0.0,365479.371781735
2013,NI,Endenergieverbrauch,4556.99489745706,0.0,23584.700139198,0.0,0.0,1095.639209,2755.97697859598,0.0,0.0,76160.5422985929,153260.773232671,7138.29760679585,66700.1531009501,1737.753782683,543.720196,8005.23686429913,7208.80138418787,0.0,6815.67607747711,14056.7785257109,265831.324762954,,129.044740482829,0.0,0.0,2052.0,41985.6619530282,,,2007.80357969133,192206.4841332,0.0,22934.2788,2979.62326949943,70.87608,903818.141612474
2013,NI,Gewinngung und verarbeitendes Gewerbe,4118.81975745706,0.0,23584.700139198,0.0,0.0,0.0,2755.97697859598,0.0,0.0,0.0,35.1715419036421,0.0,3007.84445455373,1737.753782683,543.720196,7973.33530774,79.27055474,0.0,6815.67607747711,14056.7785257109,102471.041968016,,129.044740482829,0.0,0.0,0.0,5110.2877138772,,,0.70457,85401.3133332,0.0,11702.36735,2979.62326949943,70.87608,272574.306341135
2013,NI,Schienenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.28819772675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,72.9838888346729,,,0.0,5327.4024,0.0,0.0,0.0,0.0,6604.67448656142
2013,NI,Straßenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75223.9441822138,137650.141000168,0.0,0.0,0.0,0.0,0.0,3215.50637638629,0.0,0.0,0.0,887.651921052632,,0.0,0.0,0.0,0.0,11580.9843433687,,,0.0,0.0,0.0,0.0,0.0,0.0,228558.227823189
2013,NI,Luftverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.5592997167436,0.0,7138.29760679585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7179.85690651259
2013,NI,Küsten und Binnenschiffahrt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.572918636051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.7903333008037,,,0.0,0.0,0.0,0.0,0.0,0.0,766.363251936854
2013,NI,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75265.5034819306,139577.00211653,7138.29760679585,0.0,0.0,0.0,0.0,3215.50637638629,0.0,0.0,0.0,887.651921052632,,0.0,0.0,0.0,0.0,11697.7585655042,,,0.0,5327.4024,0.0,0.0,0.0,0.0,243109.1224682
2013,NI,Haushalte,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129511.188209474,,0.0,0.0,0.0,0.0,24311.9488572791,,,0.0,43991.0424,0.0,5798.3724,0.0,0.0,203612.551866753
2013,NI,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13648.5995742365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32961.4426644118,,0.0,0.0,0.0,0.0,865.666816367743,,,0.0,57486.726,0.0,5433.53905,0.0,0.0,110395.974105016
2013,NI,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",438.17514,0.0,0,0.0,0.0,1095.639209,0.0,0.0,0.0,895.03881666236,13648.5995742365,0.0,63692.3086463964,0.0,0.0,31.9015565591287,3914.02445306158,0.0,0.0,0.0,162472.630873885,,0.0,0.0,0.0,2052.0,25177.6156736469,,,2007.09900969133,101477.7684,0.0,11231.91145,0.0,0.0,388134.71280314
2014,NI,Endenergieverbrauch,3960.90697912,0.0,27760.715864663,0.0,0.0,807.2586,2480.9156,0.0,0.0,76614.2539897528,156389.982167556,7326.79710170826,56518.6344483635,1785.44284,191.24625,7101.36282024371,6945.31587956084,0.0,5920.3671611,10664.39624775,268415.552059003,,117.71569,0.0,0.0,2196.0,36972.2154440323,,,2208.09874882558,184680.4968,0.0,20016.5116,2926.12563,1107.78082,883108.092741679
2014,NI,Gewinngung und verarbeitendes Gewerbe,3648.27021312,0.0,27760.715864663,0.0,0.0,0.0,2480.9156,0.0,0.0,0.0,27.4796723658514,0.0,2105.80342,1785.44284,191.24625,7081.22608,359.28026,0.0,5920.3671611,10664.39624775,95481.76286,,117.71569,0.0,0.0,0.0,4997.8593922801,,,0.48655,87512.7492,0.0,11239.32069,2926.12563,1107.78082,265408.944441279
2014,NI,Schienenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.96613691082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,71.4751791384495,,,0.0,5233.8636,0.0,0.0,0.0,0.0,6554.30491604927
2014,NI,Straßenverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75598.9202777576,140206.521175795,0.0,0.0,0.0,0.0,0.0,3158.20893772678,0.0,0.0,0.0,859.335125530737,,0.0,0.0,0.0,0.0,11321.2079166556,,,0.0,0.0,0.0,0.0,0.0,0.0,231144.193433466
2014,NI,Luftverkehr,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.3390446115817,0.0,7326.79710170826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7366.13614631984
2014,NI,Küsten und Binnenschiffahrt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.495374235663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.8073678590497,,,0.0,0.0,0.0,0.0,0.0,0.0,809.302742094712
2014,NI,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75638.2593223692,142220.982686942,7326.79710170826,0.0,0.0,0.0,0.0,3158.20893772678,0.0,0.0,0.0,859.335125530737,,0.0,0.0,0.0,0.0,11436.4904636531,,,0.0,5233.8636,0.0,0.0,0.0,0.0,245873.93723793
2014,NI,Haushalte,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109421.806812258,,0.0,0.0,0.0,0.0,19686.3264596637,,,2207.61219882558,42054.8904,0.0,4757.454,0.0,0.0,178128.089870747
2014,NI,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14141.5198082483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62652.6472612147,,0.0,0.0,0.0,0.0,851.539128435425,,,0.0,49878.9936,0.0,4019.73691,0.0,0.0,131544.436707898
2014,NI,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",312.636766,0.0,0,0.0,0.0,807.2586,0.0,0.0,0.0,975.994667383638,14141.5198082483,0.0,54412.8310283635,0.0,0.0,20.1367402437138,3427.82668183406,0.0,0.0,0.0,172074.454073472,,0.0,0.0,0.0,2196.0,20537.8655880991,,,2207.61219882558,91933.884,0.0,8777.19091,0.0,0.0,371825.21106247
2012,NW,Endenergieverbrauch,86815.29,14.632866,32981.5935,0.0,1322.265,8155.8,28167.0,0.0,0.0,152139.242,278760.43752,55468.8,136556.169,13546.512,3309.285,15819.906,21097.935,32689.629,14346.618,35624.0,514030.104,0.0,0.0,0.0,0.0,2448.0,55566.0,,,4249.0,439225.2,,108722.0,,34050.0,2075105.418886
2012,NW,Gewinngung und verarbeitendes Gewerbe,82123.29,2.920293,32976.15,0.0,1322.265,6185.8,25886.0,0.0,0.0,0.0,121.87752,0.0,10705.25,13546.512,3309.285,15819.906,6756.855,32689.629,14346.618,35624.0,196137.513,0.0,0.0,0.0,0.0,0.0,12269.0,,,13.0,228477.6,,63646.0,,34050.0,816009.470813
2012,NW,Schienenverkehr,0,0.0,0,,,0.0,,0.0,0.0,0.0,1460.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,,0.0,5558.4,,0.0,,0.0,7107.04
2012,NW,Straßenverkehr,,0.0,0,,,0.0,,0.0,0.0,149831.463,257674.08,0.0,0.0,0.0,0.0,0.0,6481.065,0.0,0.0,,984.732,0.0,0.0,0.0,0.0,0.0,23167.0,,,0.0,0.0,,0.0,,0.0,438138.34
2012,NW,Luftverkehr,,0.0,0,,,0.0,,0.0,0.0,130.629,0.0,55468.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,55599.429
2012,NW,Küsten und Binnenschiffahrt,,0.0,0,,,0.0,,0.0,0.0,0.0,2964.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,178.0,,,0.0,0.0,,0.0,,0.0,3142.24
2012,NW,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,149962.092,262098.96,55468.8,0.0,0.0,0.0,0.0,6481.065,0.0,0.0,0.0,984.732,0.0,0.0,0.0,0.0,0.0,23433.0,,,0.0,5558.4,,0.0,,0.0,503987.049
2012,NW,Haushalte,,0.0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,234014.526,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,107200.8,,26417.0,,0.0,367632.326
2012,NW,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,0.0,0,,,0.0,,0.0,0.0,0.0,16539.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,82893.333,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,97988.4,,18659.0,,0.0,216080.333
